hip,magnitude,ra_degrees,dec_degrees
677,2.069999933242798,2.09653333,29.09082805
746,2.2799999713897705,2.29204036,59.15021814
765,3.880000114440918,2.35224949,-45.74698836
1067,2.8299999237060547,3.30895828,15.18361593
1547,8.359999656677246,4.82092175,14.05479812
1562,3.559999942779541,4.85701265,-8.82382948
1599,4.230000019073486,5.00797581,-64.8776232
2021,2.819999933242798,6.41334183,-77.25503511
2081,2.4000000953674316,6.57028075,-42.30512197
2247,9.619999885559082,7.14384042,-16.22578934
2484,4.360000133514404,7.88566992,-62.95808549
2912,4.340000152587891,9.22016239,33.71935227
2920,3.690000057220459,9.24277921,53.89693161
3031,4.340000152587891,9.63958024,29.312369
3092,3.2699999809265137,9.83165567,30.86122579
3179,2.240000009536743,10.12661349,56.53740928
3419,2.0399999618530273,10.89678452,-17.9866841
3479,7.78000020980835,11.11019153,-26.51604473
3693,4.079999923706055,11.83495908,24.26737703
3786,4.440000057220459,12.17039736,7.58520186
3821,3.4600000381469727,12.27125262,57.8165477
3881,4.53000020980835,12.45345723,41.07895474
4422,4.619999885559082,14.16671042,59.18116582
4427,2.1500000953674316,14.17708808,60.71674966
4436,3.859999895095825,14.18790699,38.49925513
4463,4.400000095367432,14.30178237,23.41775997
4577,4.300000190734863,14.65144118,-29.35746436
4906,4.269999980926514,15.73606615,7.89007256
5054,7.71999979019165,16.16782838,-39.48693482
5165,3.319999933242798,16.52127713,-46.71849042
5348,3.940000057220459,17.0960837,-55.24583235
5364,3.4600000381469727,17.14693197,-10.181928
5434,4.260000228881836,17.37550908,47.2418241
5447,2.069999933242798,17.43248991,35.62083048
5529,8.0600004196167,17.6960883,-66.18786313
5586,4.510000228881836,17.91494471,30.08972962
5737,5.210000038146973,18.43250986,7.57548895
5742,4.670000076293945,18.43723014,24.58376482
6193,4.739999771118164,19.86657455,27.26408682
6411,4.869999885559082,20.58497087,45.5287566
6537,3.5999999046325684,21.00604671,-8.18275372
6643,7.119999885559082,21.30145418,28.56707875
6686,2.6600000858306885,21.45251267,60.23540347
6867,3.4100000858306885,22.0914236,-43.31772906
7083,3.930000066757202,22.81242306,-49.07307701
7097,3.619999885559082,22.87080776,15.34583101
7513,4.099999904632568,24.19990413,41.40638491
7588,0.449999988079071,24.42813204,-57.23666007
7607,3.5899999141693115,24.49792651,48.62848641
7884,4.449999809265137,25.35794814,5.48760445
8068,4.010000228881836,25.9150637,50.6887655
8102,3.490000009536743,26.02136441,-15.93955597
8198,4.260000228881836,26.34828629,9.15764102
8645,3.740000009536743,27.86504416,-10.33494526
8796,3.4200000762939453,28.27041595,29.57939727
8832,3.880000114440918,28.38235506,19.29409264
8886,3.3499999046325684,28.59868107,63.67014686
8903,2.640000104904175,28.65978771,20.80829949
9007,3.690000057220459,28.98680207,-51.60958673
9236,2.859999895095825,29.69113269,-61.56992444
9487,3.819999933242798,30.51166929,2.76376048
9640,2.0999999046325684,30.97466283,42.32984832
9677,4.679999828338623,31.12262534,-29.29683966
9884,2.009999990463257,31.79285757,23.46277743
10064,3.0,32.38550383,34.98739204
10670,4.03000020980835,34.32848216,33.84732099
10826,6.46999979019165,34.83661103,-2.97706055
11001,4.079999923706055,35.43759585,-68.6594239
11407,4.239999771118164,36.74627081,-47.70382692
11484,4.300000190734863,37.03965786,8.4600887
11767,1.9700000286102295,37.94614689,89.26413805
12191,7.28000020980835,39.25808932,42.06273007
12225,5.300000190734863,39.35110362,-52.54308845
12387,4.079999923706055,39.87061789,0.3285168
12413,4.739999771118164,39.94966387,-42.89163328
12484,5.210000038146973,40.16491631,-54.54992422
12486,4.110000133514404,40.16638213,-39.85530905
12653,5.400000095367432,40.63816025,-50.80082665
12706,3.4700000286102295,40.82551897,3.23617162
12770,4.239999771118164,41.03064356,-13.85867594
12777,4.099999904632568,41.04869991,49.22866639
12828,4.269999980926514,41.23488901,10.11421979
12843,4.46999979019165,41.27492276,-18.57265077
12961,10.25,41.67791744,-23.08695475
13061,4.519999980926514,41.97683942,29.24742385
13147,4.449999809265137,42.27233113,-32.40628403
13192,8.170000076293945,42.43465843,71.75331104
13209,3.609999895095825,42.49578911,27.26079044
13268,3.7699999809265137,42.67413655,55.89552955
13288,4.760000228881836,42.75977464,-21.0039789
13531,3.930000066757202,43.564427,52.76248991
13701,3.890000104904175,44.10668245,-8.89760976
13847,2.880000114440918,44.5654818,-40.30473491
13884,4.980000019073486,44.69902505,-64.07129717
13954,4.710000038146973,44.92873469,8.90740111
13993,7.809999942779541,45.04445286,-20.80254974
14135,2.5399999618530273,45.56991279,4.08992539
14146,4.079999923706055,45.59830468,-23.62433613
14240,5.119999885559082,45.90376552,-59.73761994
14328,2.9100000858306885,46.19912598,53.50645031
14354,3.319999933242798,46.29373754,38.84053298
14576,2.0899999141693115,47.04220716,40.9556512
14632,4.050000190734863,47.26201363,49.61350009
14668,3.7899999618530273,47.37345463,44.85788896
14838,4.349999904632568,47.90695691,19.72669777
14879,3.799999952316284,48.01783332,-28.98910623
15197,4.800000190734863,48.95844499,-8.8198405
15474,3.700000047683716,49.87904033,-21.7579421
15510,4.260000228881836,49.97177014,-43.07154929
15578,9.920000076293944,50.17703444,-33.73033714
15863,1.7899999618530271,51.08061889,49.86124281
15900,3.609999895095825,51.20349011,9.02906504
16083,3.7300000190734863,51.79217049,9.7327724
16228,4.210000038146973,52.26722684,59.94033461
16537,3.7200000286102295,53.23509009,-9.45830584
16611,4.260000228881836,53.44686638,-21.63281597
16852,4.289999961853027,54.21882896,0.40283316
16870,4.570000171661377,54.2736588,-40.27451075
17096,7.119999885559082,54.93034384,-52.91561462
17358,3.009999990463257,55.7311754,47.7876533
17378,3.5199999809265137,55.81231706,-9.76519868
17440,3.839999914169311,56.04814541,-64.80709398
17448,3.839999914169311,56.07969347,32.28827325
17489,5.449999809265137,56.20084227,24.28957712
17499,3.7200000286102295,56.21884811,24.1134484
17531,4.300000190734863,56.30200876,24.46737879
17573,3.869999885559082,56.45663804,24.36785796
17579,5.760000228881836,56.47693278,24.55462128
17593,4.429999828338623,56.53542672,-12.1017353
17608,4.139999866485596,56.58150135,23.94846207
17651,4.21999979019165,56.71245432,-23.248438
17678,3.259999990463257,56.80929799,-74.23924251
17702,2.8499999046325684,56.87110065,24.10524193
17847,3.619999885559082,57.29054669,24.05352412
17851,5.050000190734863,57.29668368,24.13682565
17874,4.170000076293945,57.36367035,-36.2001125
17884,4.389999866485596,57.38035594,65.52600645
17959,4.590000152587891,57.58948256,71.33236777
18216,4.639999866485596,58.42784574,-24.61221253
18246,2.8399999141693115,58.53299363,31.88365776
18532,2.9000000953674316,59.46342138,40.01027315
18543,2.9700000286102295,59.50720862,-13.50824471
18597,4.559999942779541,59.68640623,-61.40015059
18614,3.9800000190734863,59.74124892,35.79102701
18673,4.619999885559082,59.98115045,-24.01625677
18724,3.4100000858306885,60.17008591,12.49037571
18907,3.910000085830689,60.78907003,5.98930909
19167,4.25,61.64606374,50.35135022
19343,3.9600000381469727,62.16530527,47.71259359
19587,4.039999961853027,62.96638834,-6.8377787
19747,3.849999904632568,63.5003388,-42.29387294
19780,3.3299999237060547,63.60596306,-62.47397888
19812,4.119999885559082,63.72440722,48.40937312
19849,4.429999828338623,63.8234923,-7.64455846
19893,4.260000228881836,64.00621426,-51.48709578
19921,4.440000057220459,64.12118133,-59.30174841
20042,3.549999952316284,64.47341068,-33.79833145
20070,4.599999904632568,64.56073112,50.29563944
20205,3.650000095367432,64.94805793,15.62770031
20455,3.7699999809265137,65.73344722,17.5425843
20535,3.9700000286102295,66.00902233,-34.01698632
20889,3.5299999713897705,67.15388879,19.18052092
20894,3.4000000953674316,67.16531219,15.8709468
21060,5.070000171661377,67.70874038,-44.95374351
21109,8.380000114440918,67.85605428,4.57531865
21248,4.489999771118164,68.3776229,-29.76583186
21281,3.299999952316284,68.49882684,-55.04500559
21393,3.809999942779541,68.88779874,-30.56231049
21421,0.8700000047683716,68.98000195,16.50976164
21444,3.930000066757202,69.07975243,-3.352448
21594,3.859999895095825,69.54529558,-14.303587
21770,4.440000057220459,70.14092957,-41.86357034
21861,5.039999961853027,70.51435953,-37.14476616
22109,4.010000228881836,71.37558764,-3.25462465
22449,3.190000057220459,72.45890935,6.96124744
22491,7.909999847412109,72.57437448,-24.3687954
22509,4.349999904632568,72.65300943,8.90025258
22549,3.680000066757202,72.80152507,5.60510146
22783,4.260000228881836,73.51254425,66.34266029
22797,3.7100000381469727,73.5628985,2.44067149
22845,4.639999866485596,73.7237672,10.15114511
22957,4.059999942779541,74.09300449,13.51457755
23015,2.690000057220459,74.24840098,33.16613537
23040,4.429999828338623,74.32175175,53.75208289
23123,4.46999979019165,74.63709525,1.71403506
23416,3.0299999713897705,75.49222507,43.82331397
23453,3.690000057220459,75.61950025,41.07588953
23467,5.300000190734863,75.67918703,-71.31432608
23522,4.03000020980835,75.854572,60.44228144
23595,4.550000190734863,76.10129897,-35.48287057
23607,4.650000095367432,76.1422432,15.40418059
23685,3.190000057220459,76.36521705,-22.37085673
23693,4.710000038146973,76.37787652,-57.47298928
23767,3.180000066757202,76.62862102,41.23464074
23875,2.7799999713897705,76.96264146,-5.08626282
24003,6.429999828338623,77.40257498,69.63955569
24305,3.2899999618530273,78.2328046,-16.20542901
24327,4.360000133514404,78.30785422,-12.94128833
24436,0.1800000071525573,78.63446353,-8.20163919
24608,0.0799999982118606,79.17206517,45.99902927
24845,4.289999961853027,79.89385817,-13.17677698
25281,3.3499999046325684,81.11923774,-2.39713844
25336,1.6399999856948853,81.28278416,6.34973451
25428,1.649999976158142,81.57290804,28.60787346
25606,2.809999942779541,82.06135971,-20.75923214
25859,3.859999895095825,82.8030645,-35.47043592
25930,2.25,83.00166562,-0.2990934
25985,2.5799999237060547,83.18255798,-17.82229227
26069,3.759999990463257,83.40631813,-62.48985585
26207,3.390000104904175,83.78449043,9.93416294
26241,2.75,83.85825475,-5.90989984
26311,1.690000057220459,84.05338572,-1.20191725
26380,6.690000057220459,84.25720205,-73.69908204
26451,2.9700000286102295,84.41118447,21.14259299
26634,2.6500000953674316,84.91224975,-34.07404941
26727,1.7400000095367432,85.18968672,-1.94257841
27072,3.5899999141693115,86.11656241,-22.44748663
27100,4.340000152587891,86.19341279,-65.7355408
27288,3.549999952316284,86.73895728,-14.82194717
27321,3.849999904632568,86.82118054,-51.06671329
27366,2.069999933242798,86.93911641,-9.66960186
27530,4.5,87.45656999,-56.1664886
27628,3.119999885559082,87.7398034,-35.76929225
27654,3.759999990463257,87.82980343,-20.87751376
27890,4.650000095367432,88.52458376,-63.09102096
27913,4.389999866485596,88.59618305,20.27641498
27989,0.449999988079071,88.79287161,7.40703634
28103,3.7100000381469727,89.10132627,-14.16803805
28199,4.360000133514404,89.38421613,-35.28330688
28328,3.9600000381469727,89.78662719,-42.81510761
28358,3.7200000286102295,89.88145972,54.28498197
28360,1.899999976158142,89.88237261,44.94743492
28380,2.6500000953674316,89.93015897,37.21276409
28614,4.119999885559082,90.59579323,9.64736756
28716,4.639999866485596,90.9799315,20.13845865
28734,4.159999847412109,91.0300689,23.26363207
28910,4.670000076293945,91.53889172,-14.93528629
29034,5.0,91.88180046,-37.25292114
29038,4.420000076293945,91.89300774,14.76852318
29271,5.079999923706055,92.55918047,-74.7525279
29426,4.449999809265137,92.98498656,14.20881425
29550,8.979999542236328,93.39817431,-29.89730323
29651,3.990000009536743,93.71390194,-6.27472737
29655,3.309999942779541,93.71956952,22.50682376
29997,4.760000228881836,94.71158258,69.3200343
30060,4.440000057220459,94.90579498,59.01090518
30122,3.0199999809265137,95.07827982,-30.06337656
30277,3.849999904632568,95.52852147,-33.43627251
30324,1.9800000190734863,95.6749475,-17.95591658
30343,2.869999885559082,95.73996302,22.51385027
30419,4.389999866485596,95.94207368,4.59283881
30438,-0.6200000047683716,95.98787763,-52.69571799
30860,7.889999866485596,97.19059648,38.96309296
30867,3.759999990463257,97.20447548,-7.03305042
30883,4.130000114440918,97.24079361,20.2121672
30905,8.100000381469727,97.30445502,10.93404377
31216,4.46999979019165,98.22595658,7.33297921
31592,3.950000047683716,99.17082883,-19.25570928
31681,1.9299999475479128,99.42792641,16.39941482
31685,3.1700000762939453,99.44029869,-43.19592394
31895,8.050000190734863,100.00709846,-48.54202825
31978,4.659999847412109,100.24442101,9.89576021
32246,3.059999942779541,100.98304088,25.13115531
32349,-1.440000057220459,101.28854105,-16.71314306
32362,3.3499999046325684,101.3226398,12.89605513
32578,4.480000019073486,101.96523679,2.41218914
32607,3.240000009536743,102.04807134,-61.94197988
32916,8.100000381469727,102.87703924,40.86805498
33018,3.5999999046325684,103.1972503,33.96136985
33152,3.890000104904175,103.53314518,-24.18422296
33160,4.079999923706055,103.54783633,-12.03859273
33347,4.360000133514404,104.03427636,-17.05424675
33449,4.349999904632568,104.31916052,58.42305973
33579,1.5,104.65644451,-28.97208931
33694,4.550000190734863,105.0160332,76.97744152
33719,6.289999961853027,105.07543371,-5.3673572
33856,3.490000009536743,105.42979876,-27.93484165
34045,4.110000133514404,105.93955493,-15.63325876
34088,4.010000228881836,106.02723079,20.57029939
34444,1.830000042915344,107.09785853,-26.39320776
34481,3.7799999713897705,107.18676883,-70.49919435
34693,4.409999847412109,107.78496505,30.24528065
34769,4.150000095367432,107.96608486,-0.49278056
35228,3.9700000286102295,109.20762844,-67.95717248
35264,2.7100000381469727,109.28568399,-37.09748689
35350,3.5799999237060547,109.52336162,16.54047526
35550,3.5,110.0307889,21.98233941
35904,2.450000047683716,111.02377104,-29.30311979
36046,3.7799999713897705,111.43198371,27.79828561
36145,4.610000133514404,111.67858726,49.21164489
36188,2.890000104904175,111.78780121,8.28940893
36850,1.5800000429153442,113.65001898,31.88863645
36917,4.650000095367432,113.8455718,-28.36927798
36962,4.059999942779541,113.98071783,26.89600343
37229,3.799999952316284,114.70783872,-26.8038924
37265,4.889999866485596,114.79148501,34.58463287
37279,0.4000000059604645,114.82724194,5.22750767
37284,9.369999885559082,114.84129342,-78.27887587
37447,3.940000057220459,115.31198612,-9.55108315
37677,3.940000057220459,115.95196716,-28.9548352
37740,3.569999933242798,116.11195237,24.39812929
37826,1.159999966621399,116.33068263,28.02631031
38041,8.100000381469727,116.95654757,-54.26346735
38070,4.400000095367432,117.02156206,-25.93718054
38170,3.3399999141693115,117.32357809,-24.85978401
38827,3.4600000381469727,119.19475729,-52.98240062
39429,2.2100000381469727,120.89612561,-40.00318846
39757,2.8299999237060547,121.88625899,-24.30443677
39794,4.349999904632568,121.98266997,-68.61713647
39863,4.360000133514404,122.14857362,-2.98377649
39953,1.75,122.38314727,-47.33661177
40167,4.670000076293945,123.05295353,17.64813756
40526,3.5299999713897705,124.12895101,9.18566295
40687,8.199999809265137,124.59173488,61.46064485
40702,4.050000190734863,124.6302785,-76.91998251
40881,5.920000076293945,125.13395549,24.02235699
41037,1.8600000143051147,125.62860299,-59.50953829
41075,4.25,125.70887544,43.18837233
41312,3.7699999809265137,126.43435936,-66.13652042
41704,3.3499999046325684,127.56679232,60.7184311
42313,4.139999866485596,129.41419739,5.70379868
42402,4.449999809265137,129.68936993,3.34147477
42446,8.229999542236328,129.81613153,12.96060186
42515,3.9700000286102295,130.02556894,-35.30830091
42556,6.289999961853027,130.11263537,19.54484056
42799,4.300000190734863,130.80619315,3.39866539
42806,4.659999847412109,130.82172127,21.46859609
42828,3.680000066757202,130.89811451,-33.18641133
42911,3.940000057220459,131.17129209,18.15486399
42913,1.9299999475479128,131.17582214,-54.70856797
43103,4.03000020980835,131.67430955,28.76000509
43109,3.380000114440918,131.6943593,6.41890691
43234,4.349999904632568,132.10825351,5.83788486
43409,4.019999980926514,132.63338051,-27.71005869
43587,5.960000038146973,133.15055377,28.33138843
43674,8.029999732971191,133.46196515,33.0568802
43813,3.109999895095825,133.84868687,5.9455277
44066,4.260000228881836,134.62165408,11.85777198
44127,3.119999885559082,134.80349479,48.04234956
44248,3.9600000381469727,135.16146765,41.78344401
44382,4.0,135.61166181,-66.39584369
44471,3.569999933242798,135.90649494,47.15665934
44700,4.559999942779541,136.63245022,38.45225024
44816,2.2300000190734863,136.99907126,-43.43262406
44946,5.159999847412109,137.33972475,22.04544728
45238,1.6699999570846558,138.30100329,-69.71747245
45336,3.890000104904175,138.59080529,2.31502422
45556,2.2100000381469727,139.27261834,-59.27526115
45688,3.819999933242798,139.71111394,36.80289763
45860,3.140000104904175,140.26441169,34.39252592
45941,2.4700000286102295,140.52845511,-55.01069531
46146,4.46999979019165,141.16366395,26.18244091
46390,1.9900000095367432,141.8968826,-8.65868335
46471,5.400000095367432,142.16664439,45.6017947
46515,4.510000228881836,142.31140615,-35.9513478
46651,3.5999999046325684,142.67547063,-40.46688763
46733,3.650000095367432,142.88154025,63.06179545
46750,4.320000171661377,142.93016816,22.96806545
46853,3.1700000762939453,143.21802191,51.67860208
46952,4.539999961853027,143.5557374,36.39761338
47087,7.619999885559082,143.9382188,34.7808274
47202,8.229999542236328,144.29920891,-43.27191181
47431,3.900000095367432,144.96389156,-1.14265722
47508,3.5199999809265137,145.28799116,9.89239902
47908,2.9700000286102295,146.4629267,23.77427792
48235,8.539999961853027,147.51031106,-49.79012085
48319,3.7799999713897705,147.74871542,59.03910437
48356,4.110000133514404,147.86951033,-14.84654997
48437,5.070000171661377,148.12696211,-8.10491559
48455,3.880000114440918,148.19149028,26.00708498
48615,4.940000057220459,148.71765461,-19.00926985
48711,8.729999542236328,149.02482314,-3.80846317
48774,3.5199999809265137,149.2156452,-54.5677973
49402,4.599999904632568,151.28121856,-13.06467435
49583,3.4800000190734863,151.83313948,16.76266572
49593,4.489999771118164,151.85718812,35.24469176
49641,4.480000019073486,151.98456489,-0.37162786
49669,1.3600000143051147,152.09358075,11.96719513
49841,3.609999895095825,152.64748785,-12.35383921
50099,3.2899999618530273,153.43449551,-70.03792169
50191,3.849999904632568,153.68447399,-42.12206281
50335,3.430000066757202,154.17251805,23.4173284
50371,3.390000104904175,154.27085535,-61.33231977
50372,3.450000047683716,154.27469564,42.91446855
50583,2.009999990463257,154.99234054,19.84186032
50801,3.059999942779541,155.58251355,41.4994335
51056,4.71999979019165,156.47861301,33.79626364
51069,3.8299999237060542,156.52293768,-16.83609584
51172,4.28000020980835,156.78814953,-31.06780228
51233,4.199999809265137,156.97121865,36.70747818
51362,5.190000057220459,157.36971129,-2.73904701
51437,5.079999923706055,157.57292935,-0.63697208
51576,3.299999952316284,158.0061825,-61.68536031
51839,4.110000133514404,158.86757668,-78.60781379
52419,2.740000009536743,160.73927802,-64.39447937
52521,8.300000190734863,161.0874164,-33.57665467
52633,4.449999809265137,161.44639899,-80.54020283
52727,2.690000057220459,161.69217542,-49.42012517
52943,3.109999895095825,162.40596699,-16.19413208
53229,3.7899999618530273,163.32766612,34.21556641
53253,3.7799999713897705,163.3731926,-58.85326474
53502,4.599999904632568,164.17915128,-37.1374629
53721,5.03000020980835,164.86756582,40.43012281
53740,4.079999923706055,164.94478664,-18.29909723
53910,2.3399999141693115,165.4599615,56.38234478
54061,1.809999942779541,165.93265365,61.75111888
54158,8.210000038146973,166.18516017,-2.51317528
54301,4.619999885559082,166.6353096,-62.42413654
54463,3.930000066757202,167.14748181,-58.97504198
54539,3.0,167.41608092,44.49855337
54682,4.460000038146973,167.91452617,-22.82560642
54751,4.590000152587891,168.15008453,-60.3176307
54872,2.559999942779541,168.52671705,20.52403384
54879,3.3299999237060547,168.56017036,15.4297631
55174,8.050000190734863,169.44848539,-23.97537472
55203,3.7899999618530273,169.5455495,31.5292889
55219,3.490000009536743,169.61981385,33.09423881
55282,3.559999942779541,169.83551103,-14.77904358
55425,3.900000095367432,170.25184266,-54.49101395
55434,4.050000190734863,170.28436733,6.02935289
55642,4.0,170.98070334,10.52969772
55664,9.100000381469728,171.07276204,-1.52868584
55687,4.809999942779541,171.15252245,-10.85938276
55705,4.059999942779541,171.22076335,-17.68401748
56211,3.819999933242798,172.85120199,69.33112161
56243,5.070000171661377,172.9419714,-59.44206384
56343,3.5399999618530273,173.25107936,-31.85752405
56508,6.449999809265137,173.76579331,20.44154823
56572,8.420000076293945,173.96470625,-4.75577838
56633,4.699999809265137,174.17061875,-9.80225368
57283,4.710000038146973,176.19066226,-18.35061467
57291,7.46999979019165,176.21055164,-58.70353973
57363,3.630000114440918,176.40236386,-66.72884344
57370,8.069999694824219,176.42667979,2.82175422
57380,4.039999961853027,176.46487734,6.52981394
57399,3.690000057220459,176.51305887,47.77933701
57632,2.140000104904175,177.26615977,14.57233687
57757,3.5899999141693115,177.67202553,1.76537705
57820,7.860000133514404,177.84384947,57.64077649
57936,4.289999961853027,178.22733867,-33.90813014
58001,2.4100000858306885,178.45725536,53.69473296
58188,5.170000076293945,179.00409802,-17.15080863
58484,4.880000114440918,179.90704708,-78.22181833
58948,4.119999885559082,181.30279,8.73284563
58952,5.78000020980835,181.31141141,76.90595813
59196,2.5799999237060547,182.08976505,-50.72240999
59199,4.019999980926514,182.10313607,-24.72877993
59316,3.0199999809265137,182.53135773,-22.61979211
59449,3.9700000286102295,182.9131309,-52.36841559
59747,2.7899999618530273,183.78648733,-58.74890179
59774,3.319999933242798,183.85603795,57.03259792
59803,2.5799999237060547,183.95194937,-17.5419837
